rib_index,side,point_index,x,y,z
3,L,3,-9.12447400000002,8.028322,-5.12827399999998
3,L,4,-12.393359,10.188059,-7.07778100000002
3,L,5,-15.374506,12.102547,-9.13209899999998
3,L,6,-17.830491,13.77955,-11.282092
3,L,7,-19.654301,15.226829,-13.518621
3,L,8,-20.9066,16.452147,-15.832549
3,L,9,-21.659083,17.463265,-18.214739
3,L,10,-21.983443,18.267946,-20.656054
3,L,11,-21.951377,18.873953,-23.147354
3,L,12,-21.632252,19.289047,-25.679504
3,L,13,-21.068596,19.520991,-28.243365
3,L,14,-20.285714,19.577547,-30.830007
3,L,15,-19.308626,19.466477,-33.431855
3,L,16,-18.162354,19.195543,-36.041887
3,L,17,-16.87192,18.772509,-38.653078
3,L,18,-15.462344,18.205135,-41.258406
3,L,19,-13.958649,17.501184,-43.850849
3,L,20,-12.385855,16.668419,-46.423384
3,L,21,-10.768984,15.714601,-48.968987
3,L,22,-9.13305700000001,14.647494,-51.480637
3,L,23,-7.50309600000003,13.474858,-53.951309
3,L,24,-5.904068,12.204457,-56.373982
3,L,25,-4.35236900000001,10.844052,-58.741633
3,L,26,-2.84651500000001,9.40053,-61.048561
3,L,27,-1.38278300000002,7.877354,-63.294231
3,L,28,0.0425490000000082,6.277152,-65.479369
3,L,29,1.43320199999999,4.602551,-67.604701
3,L,30,2.79289799999998,2.856179,-69.670952
3,L,31,4.12536,1.040665,-71.678848
3,L,32,5.43430899999998,-0.841363999999999,-73.629116
3,L,33,6.72346799999997,-2.787281,-75.52248
3,L,34,7.99655799999999,-4.794456,-77.359666
3,L,35,9.25730099999998,-6.860263,-79.1414
3,L,36,10.509419,-8.982073,-80.868408
3,L,37,11.756635,-11.157259,-82.541416
3,L,38,13.00267,-13.383193,-84.161149
3,L,39,14.251246,-15.657247,-85.728333
3,L,40,15.506086,-17.976793,-87.243694
3,L,41,16.77091,-20.339203,-88.707957
3,L,42,18.049442,-22.74185,-90.121848
3,L,43,19.345403,-25.182105,-91.486093
3,L,44,20.662515,-27.657341,-92.801418
3,L,45,22.0045,-30.164929,-94.068549
3,L,46,23.37508,-32.702243,-95.28821
3,L,47,24.777977,-35.266654,-96.461128
3,L,48,26.216912,-37.855534,-97.588029
3,L,49,27.695484,-40.466256,-98.669638
3,L,50,29.214011,-43.096191,-99.706682
3,L,51,30.769313,-45.742721,-100.699865
3,L,52,32.358034,-48.403678,-101.648965
3,L,53,33.97682,-51.077534,-102.55243
3,L,54,35.622317,-53.762808,-103.408611
3,L,55,37.29117,-56.458021,-104.215858
3,L,56,38.980027,-59.161693,-104.97252
3,L,57,40.685531,-61.872345,-105.676947
3,L,58,42.40433,-64.588498,-106.327488
3,L,59,44.133068,-67.308671,-106.922494
3,L,60,45.868391,-70.031385,-107.460313
3,L,61,47.606946,-72.755161,-107.939296
3,L,62,49.345378,-75.478518,-108.357792
3,L,63,51.080333,-78.199978,-108.714151
3,L,64,52.808456,-80.91806,-109.006723
3,L,65,54.526393,-83.631285,-109.233856
3,L,66,56.23079,-86.338174,-109.393902
3,L,67,57.918293,-89.037247,-109.485209
3,L,68,59.585548,-91.727023,-109.506127
3,L,69,61.2292,-94.406025,-109.455006
3,L,70,62.845895,-97.072771,-109.330196
3,L,71,64.432278,-99.725783,-109.130046
3,L,72,65.984996,-102.363581,-108.852906
3,L,73,67.500695,-104.984684,-108.497125
3,L,74,68.976019,-107.587615,-108.061053
3,L,75,70.40775,-110.170892,-107.54304
3,L,76,71.796221,-112.733037,-106.941436
3,L,77,73.145592,-115.27257,-106.25459
3,L,78,74.460212,-117.78801,-105.480852
3,L,79,75.74443,-120.27788,-104.618571
3,L,80,77.002594,-122.740698,-103.666097
3,L,81,78.239054,-125.174986,-102.621781
3,L,82,79.458158,-127.579264,-101.48397
3,L,83,80.664256,-129.952051,-100.251016
3,L,84,81.861695,-132.29187,-98.921268
3,L,85,83.054827,-134.597239,-97.493075
3,L,86,84.247998,-136.86668,-95.964788
3,L,87,85.445558,-139.098712,-94.334755
3,L,88,86.651856,-141.291857,-92.601327
3,L,89,87.871242,-143.444634,-90.762852
3,L,90,89.108063,-145.555564,-88.817682
3,L,91,90.366669,-147.623168,-86.764165
3,L,92,91.651408,-149.645965,-84.600652
3,L,93,92.96663,-151.622477,-82.325491
3,L,94,94.316684,-153.551223,-79.937033
3,L,95,95.705918,-155.430724,-77.433626
3,L,96,97.138681,-157.2595,-74.813622
3,L,97,98.619322,-159.036072,-72.075369
3,L,98,100.152191,-160.758961,-69.217217
3,L,99,101.741636,-162.426685,-66.237516
3,R,0,0,0,0
3,R,1,-2.68693500000001,1.813552,2.30566300000001
3,R,2,-5.80871300000001,3.448805,4.710814
3,R,3,-9.12447400000002,4.909217,7.20707100000001
3,R,4,-12.393359,6.198249,9.786057
3,R,5,-15.374506,7.31936,12.439393
3,R,6,-17.830491,8.276007,15.158698
3,R,7,-19.654301,9.071651,17.935594
3,R,8,-20.9066,9.70975,20.761703
3,R,9,-21.659083,10.193764,23.628644
3,R,10,-21.983443,10.527151,26.528039
3,R,11,-21.951377,10.713371,29.451508
3,R,12,-21.632252,10.755882,32.390673
3,R,13,-21.068596,10.658144,35.337154
3,R,14,-20.285714,10.423616,38.282573
3,R,15,-19.308626,10.055757,41.218549
3,R,16,-18.162354,9.558025,44.136705
3,R,17,-16.87192,8.93388,47.02866
3,R,18,-15.462344,8.186782,49.886037
3,R,19,-13.958649,7.320188,52.700455
3,R,20,-12.385855,6.337558,55.463536
3,R,21,-10.768984,5.242352,58.1669
3,R,22,-9.13305700000001,4.038027,60.802168
3,R,23,-7.50309600000003,2.728044,63.360962
3,R,24,-5.904068,1.315861,65.835001
3,R,25,-4.35236900000001,-0.195062999999998,68.22018
3,R,26,-2.84651500000001,-1.801268,70.518018
3,R,27,-1.38278300000002,-3.499296,72.730432
3,R,28,0.0425490000000082,-5.285687,74.859338
3,R,29,1.43320199999999,-7.156983,76.906654
3,R,30,2.79289799999998,-9.10972399999999,78.874295
3,R,31,4.12536,-11.140451,80.764178
3,R,32,5.43430899999998,-13.245706,82.57822
3,R,33,6.72346799999997,-15.422029,84.318338
3,R,34,7.99655799999999,-17.665961,85.986447
3,R,35,9.25730099999998,-19.974044,87.584464
3,R,36,10.509419,-22.342817,89.114307
3,R,37,11.756635,-24.768822,90.57789
3,R,38,13.00267,-27.248601,91.977132
3,R,39,14.251246,-29.778693,93.313948
3,R,40,15.506086,-32.35564,94.590256
3,R,41,16.77091,-34.975983,95.807971
3,R,42,18.049442,-37.636262,96.96901
3,R,43,19.345403,-40.333019,98.07529
3,R,44,20.662515,-43.062795,99.128727
3,R,45,22.0045,-45.822131,100.131238
3,R,46,23.37508,-48.607567,101.084739
3,R,47,24.777977,-51.415644,101.991147
3,R,48,26.216912,-54.242904,102.852378
3,R,49,27.695484,-57.085887,103.67035
3,R,50,29.214011,-59.941336,104.446534
3,R,51,30.769313,-62.807159,105.179837
3,R,52,32.358034,-65.681683,105.868242
3,R,53,33.97682,-68.563235,106.509734
3,R,54,35.622317,-71.450143,107.102294
3,R,55,37.29117,-74.340734,107.643906
3,R,56,38.980027,-77.233335,108.132554
3,R,57,40.685531,-80.126274,108.566219
3,R,58,42.40433,-83.017879,108.942885
3,R,59,44.133068,-85.906475,109.260535
3,R,60,45.868391,-88.790391,109.517152
3,R,61,47.606946,-91.667955,109.71069
3,R,62,49.345378,-94.537493,109.837387
3,R,63,51.080333,-97.397333,109.890889
3,R,64,52.808456,-100.245802,109.864622
3,R,65,54.526393,-103.081228,109.752014
3,R,66,56.23079,-105.901938,109.546493
3,R,67,57.918293,-108.706259,109.241486
3,R,68,59.585548,-111.492519,108.830419
3,R,69,61.2292,-114.259045,108.306722
3,R,70,62.845895,-117.004164,107.663821
3,R,71,64.432278,-119.726204,106.895143
3,R,72,65.984996,-122.423492,105.99436
3,R,73,67.500695,-125.094356,104.961257
3,R,74,68.976019,-127.737122,103.802028
3,R,75,70.40775,-130.350119,102.523171
3,R,76,71.796221,-132.931673,101.131183
3,R,77,73.145592,-135.480112,99.632561
3,R,78,74.460212,-137.993764,98.033802
3,R,79,75.74443,-140.470955,96.341404
3,R,80,77.002594,-142.910013,94.561865
3,R,81,78.239054,-145.309266,92.701681
3,R,82,79.458158,-147.66704,90.767349
3,R,83,80.664256,-149.981663,88.765367
3,R,84,81.861695,-152.251463,86.702233
3,R,85,83.054827,-154.474767,84.584443
3,R,86,84.247998,-156.649902,82.418495
3,R,87,85.445558,-158.775195,80.210886
3,R,88,86.651856,-160.848974,77.968114
3,R,89,87.871242,-162.869567,75.696675
3,R,90,89.108063,-164.8353,73.403067
3,R,91,90.366669,-166.744501,71.093788
3,R,92,91.651408,-168.595497,68.775334
3,R,93,92.96663,-170.386616,66.454203
3,R,94,94.316684,-172.116185,64.136892
3,R,95,95.705918,-173.782532,61.829898
3,R,96,97.138681,-175.383983,59.53972
3,R,97,98.619322,-176.918866,57.272853
3,R,98,100.152191,-178.385509,55.035795
3,R,99,101.741636,-179.782239,52.835044
4,L,0,0,0,0
