rib_index,side,point_index,x,y,z
1,R,66,-6.65129899999999,-36.919951,52.73748
1,R,67,-6.14143299999998,-38.06671,52.838858
1,R,68,-5.62476699999999,-39.211574,52.911505
1,R,69,-5.10180499999998,-40.353685,52.955072
1,R,70,-4.57305099999999,-41.492186,52.96921
1,R,71,-4.03900999999999,-42.62622,52.95357
1,R,72,-3.50018599999999,-43.75493,52.907803
1,R,73,-2.95708299999998,-44.877458,52.831561
1,R,74,-2.41020499999999,-45.992948,52.724495
1,R,75,-1.86005599999999,-47.100543,52.586256
1,R,76,-1.30714099999997,-48.199384,52.416496
1,R,77,-0.751963999999987,-49.288615,52.214865
1,R,78,-0.195028999999977,-50.36738,51.981015
1,R,79,0.363160000000022,-51.43482,51.714597
1,R,80,0.922099000000003,-52.490078,51.415263
1,R,81,1.48128300000002,-53.532298,51.082663
1,R,82,2.040209,-54.560623,50.716449
1,R,83,2.59837200000001,-55.574194,50.316272
1,R,84,3.15526700000001,-56.572155,49.881783
1,R,85,3.71039200000001,-57.553649,49.412633
1,R,86,4.26324100000002,-58.517819,48.908474
1,R,87,4.81331,-59.463807,48.368958
1,R,88,5.36009600000003,-60.390756,47.793734
1,R,89,5.90309300000001,-61.297809,47.182455
1,R,90,6.441799,-62.18411,46.534771
1,R,91,6.975707,-63.0488,45.850335
1,R,92,7.50431600000002,-63.891023,45.128796
1,R,93,8.027119,-64.709921,44.369807
1,R,94,8.54361400000002,-65.504638,43.573018
1,R,95,9.05329600000002,-66.274316,42.738082
1,R,96,9.55566000000002,-67.018098,41.864648
1,R,97,10.050203,-67.735126,40.952369
1,R,98,10.53642,-68.424545,40.000895
1,R,99,11.013807,-69.085496,39.009878
2,L,0,0,0,0
2,L,1,-0.108415999999977,2.59746999999999,-2.041721
2,L,2,-0.606013999999959,5.038089,-4.08051899999998
2,L,3,-1.44360699999999,7.316674,-6.11586399999999
2,L,4,-2.57200499999999,9.428042,-8.14722899999998
2,L,5,-3.94201999999996,11.367008,-10.174084
2,L,6,-5.50446099999999,13.128389,-12.195903
2,L,7,-7.21014199999996,14.707001,-14.212157
2,L,8,-9.00987199999997,16.09766,-16.222317
2,L,9,-10.854463,17.295182,-18.225855
2,L,10,-12.6947249999999,18.294385,-20.222243
2,L,11,-14.48147,19.090083,-22.210952
2,L,12,-16.165509,19.677093,-24.191455
2,L,13,-17.6998589999999,20.050232,-26.163223
2,L,14,-19.069012,20.207958,-28.125727
2,L,15,-20.280919,20.162349,-30.07844
2,L,16,-21.344094,19.92866,-32.020833
2,L,17,-22.26705,19.522148,-33.952377
2,L,18,-23.058301,18.958069,-35.872546
2,L,19,-23.72636,18.251682,-37.78081
2,L,20,-24.2797399999999,17.418241,-39.67664
2,L,21,-24.726956,16.473004,-41.55951
2,L,22,-25.076519,15.431228,-43.428889
2,L,23,-25.336944,14.308169,-45.284252
2,L,24,-25.516696,13.119083,-47.125067
2,L,25,-25.621961,11.878713,-48.950809
2,L,26,-25.655696,10.594207,-50.760948
2,L,27,-25.620609,9.266925,-52.554956
2,L,28,-25.519413,7.898083,-54.332304
2,L,29,-25.354817,6.488896,-56.092465
2,L,30,-25.129532,5.040579,-57.834911
2,L,31,-24.8462689999999,3.554347,-59.559112
2,L,32,-24.507737,2.031416,-61.264541
2,L,33,-24.116648,0.473000999999996,-62.950669
2,L,34,-23.675711,-1.119684,-64.616968
2,L,35,-23.187638,-2.745423,-66.26291
2,L,36,-22.655139,-4.403001,-67.887967
2,L,37,-22.080923,-6.091202,-69.49161
2,L,38,-21.467703,-7.808812,-71.07331
2,L,39,-20.818188,-9.55461500000001,-72.632541
2,L,40,-20.135088,-11.327396,-74.168773
2,L,41,-19.421115,-13.12594,-75.681478
2,L,42,-18.678978,-14.949032,-77.170127
2,L,43,-17.911388,-16.795457,-78.634193
2,L,44,-17.121056,-18.663999,-80.073148
2,L,45,-16.310692,-20.553443,-81.486462
2,L,46,-15.482997,-22.462575,-82.873608
2,L,47,-14.639888,-24.390178,-84.234058
2,L,48,-13.781954,-26.335038,-85.567283
2,L,49,-12.909653,-28.295939,-86.872754
2,L,50,-12.023443,-30.271667,-88.149944
2,L,51,-11.1237819999999,-32.261009,-89.398005
2,L,52,-10.211129,-34.262806,-90.610146
2,L,53,-9.28594199999998,-36.275944,-91.774333
2,L,54,-8.34868,-38.299312,-92.878349
2,L,55,-7.39979999999997,-40.331799,-93.909976
2,L,56,-6.43976099999998,-42.372293,-94.856998
2,L,57,-5.469022,-44.419683,-95.7072
2,L,58,-4.48803999999996,-46.472858,-96.448363
2,L,59,-3.49727399999995,-48.530706,-97.068272
2,L,60,-2.49718299999995,-50.592116,-97.554709
2,L,61,-1.488224,-52.655976,-97.895459
2,L,62,-0.470855999999969,-54.721176,-98.078304
2,L,63,0.554462999999998,-56.786603,-98.092008
2,L,64,1.58727400000004,-58.851147,-97.939465
2,L,65,2.62712000000002,-60.913695,-97.63419
2,L,66,3.67354200000003,-62.973138,-97.189956
2,L,67,4.72608100000002,-65.028362,-96.620534
2,L,68,5.78427900000003,-67.078258,-95.939698
2,L,69,6.84767800000003,-69.121713,-95.16122
2,L,70,7.91582000000002,-71.157616,-94.298872
2,L,71,8.98824600000003,-73.184856,-93.366427
2,L,72,10.064499,-75.202321,-92.377658
2,L,73,11.144118,-77.2089,-91.346337
2,L,74,12.226648,-79.203482,-90.286237
2,L,75,13.311628,-81.184956,-89.208344
2,L,76,14.398601,-83.152209,-88.113065
2,L,77,15.487109,-85.10413,-86.998292
2,L,78,16.576693,-87.039609,-85.861919
2,L,79,17.666894,-88.957534,-84.701837
2,L,80,18.757255,-90.856793,-83.515941
2,L,81,19.847318,-92.736275,-82.302123
2,L,82,20.936623,-94.594869,-81.058275
2,L,83,22.024713,-96.431463,-79.782292
2,L,84,23.111129,-98.244946,-78.472066
2,L,85,24.195413,-100.034206,-77.125489
2,L,86,25.277107,-101.798133,-75.740456
2,L,87,26.355752,-103.535614,-74.314858
2,L,88,27.43089,-105.245539,-72.846588
2,L,89,28.502063,-106.926796,-71.333541
2,L,90,29.568812,-108.578274,-69.773608
2,L,91,30.630679,-110.198861,-68.164682
2,L,92,31.687207,-111.787446,-66.504657
2,L,93,32.737935,-113.342917,-64.791426
2,L,94,33.782407,-114.864164,-63.022881
2,L,95,34.820164,-116.350074,-61.196915
2,L,96,35.850747,-117.799537,-59.311421
2,L,97,36.873699,-119.211441,-57.364293
2,L,98,37.88856,-120.584674,-55.353422
2,L,99,38.894873,-121.918126,-53.276703
2,R,0,0,0,0
2,R,1,-0.108415999999977,1.924221,1.454151
2,R,2,-0.606013999999959,3.710027,2.982945
2,R,3,-1.44360699999999,5.35987,4.580985
2,R,4,-2.57200499999999,6.876197,6.242876
2,R,5,-3.94201999999996,8.261461,7.963221
2,R,6,-5.50446099999999,9.518109,9.73662400000001
2,R,7,-7.21014199999996,10.648593,11.557689
2,R,8,-9.00987199999997,11.655361,13.42102
2,R,9,-10.854463,12.540864,15.32122
2,R,10,-12.6947249999999,13.307552,17.252893
2,R,11,-14.48147,13.957875,19.210643
2,R,12,-16.165509,14.494281,21.189074
2,R,13,-17.6998589999999,14.919222,23.182789
2,R,14,-19.069012,15.235147,25.186513
2,R,15,-20.280919,15.444505,27.195709
2,R,16,-21.344094,15.549748,29.206113
2,R,17,-22.26705,15.553323,31.213464
2,R,18,-23.058301,15.457683,33.213501
2,R,19,-23.72636,15.265275,35.201962
2,R,20,-24.2797399999999,14.97855,37.174586
2,R,21,-24.726956,14.599958,39.12711
2,R,22,-25.076519,14.131949,41.055274
2,R,23,-25.336944,13.576972,42.954815
2,R,24,-25.516696,12.937478,44.821473
2,R,25,-25.621961,12.215916,46.651458
2,R,26,-25.655696,11.414736,48.443795
2,R,27,-25.620609,10.536388,50.198549
2,R,28,-25.519413,9.583322,51.915784
2,R,29,-25.354817,8.557987,53.595565
2,R,30,-25.129532,7.462834,55.237958
2,R,31,-24.8462689999999,6.30031200000001,56.843029
2,R,32,-24.507737,5.07287100000001,58.410841
2,R,33,-24.116648,3.782961,59.941461
2,R,34,-23.675711,2.433032,61.434953
2,R,35,-23.187638,1.025533,62.891383
2,R,36,-22.655139,-0.437084999999996,64.310816
2,R,37,-22.080923,-1.95237299999999,65.693317
2,R,38,-21.467703,-3.517881,67.038952
2,R,39,-20.818188,-5.131158,68.347785
2,R,40,-20.135088,-6.789756,69.619881
2,R,41,-19.421115,-8.491224,70.855307
2,R,42,-18.678978,-10.233113,72.054127
2,R,43,-17.911388,-12.012973,73.216406
2,R,44,-17.121056,-13.828353,74.342209
2,R,45,-16.310692,-15.676804,75.431602
2,R,46,-15.482997,-17.555876,76.484651
2,R,47,-14.639888,-19.46312,77.501419
2,R,48,-13.781954,-21.396085,78.481972
2,R,49,-12.909653,-23.352322,79.426376
2,R,50,-12.023443,-25.32938,80.334696
2,R,51,-11.1237819999999,-27.32482,81.206987
2,R,52,-10.211129,-29.336647,82.042893
2,R,53,-9.28594199999998,-31.363483,82.841478
2,R,54,-8.34868,-33.404001,83.601767
2,R,55,-7.39979999999997,-35.456871,84.32278
2,R,56,-6.43976099999998,-37.520764,85.003541
2,R,57,-5.469022,-39.594349,85.643073
2,R,58,-4.48803999999996,-41.676299,86.240398
2,R,59,-3.49727399999995,-43.765282,86.79454
2,R,60,-2.49718299999995,-45.859971,87.304519
2,R,61,-1.488224,-47.959035,87.76936
2,R,62,-0.470855999999969,-50.061146,88.188085
2,R,63,0.554462999999998,-52.164973,88.559716
2,R,64,1.58727400000004,-54.269188,88.883277
2,R,65,2.62712000000002,-56.372462,89.157789
2,R,66,3.67354200000003,-58.473464,89.382276
2,R,67,4.72608100000002,-60.570865,89.555761
2,R,68,5.78427900000003,-62.663336,89.677265
2,R,69,6.84767800000003,-64.749548,89.745812
2,R,70,7.91582000000002,-66.828172,89.760424
2,R,71,8.98824600000003,-68.897877,89.720124
2,R,72,10.064499,-70.957335,89.623934
2,R,73,11.144118,-73.005216,89.470878
2,R,74,12.226648,-75.040191,89.259978
2,R,75,13.311628,-77.06093,88.990256
2,R,76,14.398601,-79.066105,88.660736
2,R,77,15.487109,-81.054385,88.270439
2,R,78,16.576693,-83.024441,87.818389
2,R,79,17.666894,-84.974945,87.303609
2,R,80,18.757255,-86.904566,86.72512
2,R,81,19.847318,-88.811975,86.081946
2,R,82,20.936623,-90.695843,85.373109
2,R,83,22.024713,-92.55484,84.597632
2,R,84,23.111129,-94.387638,83.754537
2,R,85,24.195413,-96.192906,82.842848
2,R,86,25.277107,-97.969316,81.861587
2,R,87,26.355752,-99.715537,80.809777
2,R,88,27.43089,-101.430242,79.686439
2,R,89,28.502063,-103.112099,78.490598
2,R,90,29.568812,-104.75978,77.221275
2,R,91,30.630679,-106.371956,75.877494
2,R,92,31.687207,-107.947297,74.458276
2,R,93,32.737935,-109.484474,72.962645
2,R,94,33.782407,-110.982157,71.389623
2,R,95,34.820164,-112.439017,69.738234
2,R,96,35.850747,-113.853725,68.007498
2,R,97,36.873699,-115.224951,66.196441
2,R,98,37.88856,-116.551366,64.304083
2,R,99,38.894873,-117.83164,62.329447
3,L,0,0,0,0
3,L,1,0.257284000000027,2.942055,-1.58024599999999
3,L,2,-0.152963999999997,5.615575,-3.29271699999998
3,L,3,-1.14159100000001,8.028322,-5.12827399999998
3,L,4,-2.61944099999999,10.188059,-7.07778100000002
3,L,5,-4.49735899999996,12.102547,-9.13209899999998
3,L,6,-6.686193,13.77955,-11.282092
3,L,7,-9.09684299999998,15.226829,-13.518621
3,L,8,-11.641999,16.452147,-15.832549
3,L,9,-14.236426,17.463265,-18.214739
3,L,10,-16.795011,18.267946,-20.656054
3,L,11,-19.232639,18.873953,-23.147354
3,L,12,-21.464201,19.289047,-25.679504
3,L,13,-23.424259,19.520991,-28.243365
3,L,14,-25.11047,19.577547,-30.830007
3,L,15,-26.533118,19.466477,-33.431855
3,L,16,-27.702483,19.195543,-36.041887
3,L,17,-28.628848,18.772509,-38.653078
3,L,18,-29.322495,18.205135,-41.258406
3,L,19,-29.793706,17.501184,-43.850849
3,L,20,-30.052763,16.668419,-46.423384
3,L,21,-30.109948,15.714601,-48.968987
3,L,22,-29.975543,14.647494,-51.480637
3,L,23,-29.65983,13.474858,-53.951309
3,L,24,-29.173277,12.204457,-56.373982
3,L,25,-28.529982,10.844052,-58.741633
3,L,26,-27.747346,9.40053,-61.048561
3,L,27,-26.842892,7.877354,-63.294231
3,L,28,-25.83414,6.277152,-65.479369
3,L,29,-24.738613,4.602551,-67.604701
3,L,30,-23.573833,2.856179,-69.670952
3,L,31,-22.357322,1.040665,-71.678848
3,L,32,-21.1066,-0.841363999999999,-73.629116
3,L,33,-19.839191,-2.787281,-75.52248
3,L,34,-18.572616,-4.794456,-77.359666
3,L,35,-17.324397,-6.860263,-79.1414
3,L,36,-16.112055,-8.982073,-80.868408
3,L,37,-14.951088,-11.157259,-82.541416
3,L,38,-13.842331,-13.383193,-84.161149
3,L,39,-12.78016,-15.657247,-85.728333
3,L,40,-11.758924,-17.976793,-87.243694
3,L,41,-10.772973,-20.339203,-88.707957
3,L,42,-9.81665399999997,-22.74185,-90.121848
3,L,43,-8.88431800000001,-25.182105,-91.486093
3,L,44,-7.97031199999998,-27.657341,-92.801418
3,L,45,-7.06898699999999,-30.164929,-94.068549
3,L,46,-6.17469,-32.702243,-95.28821
3,L,47,-5.28177099999999,-35.266654,-96.461128
3,L,48,-4.38457899999997,-37.855534,-97.588029
3,L,49,-3.47823399999999,-40.466256,-98.669638
3,L,50,-2.56147799999997,-43.096191,-99.706682
3,L,51,-1.63411500000001,-45.742721,-100.699865
3,L,52,-0.695948999999985,-48.403678,-101.648965
3,L,53,0.253218000000004,-51.077534,-102.55243
3,L,54,1.21358100000003,-53.762808,-103.408611
3,L,55,2.185337,-56.458021,-104.215858
3,L,56,3.16868299999999,-59.161693,-104.97252
3,L,57,4.163815,-61.872345,-105.676947
3,L,58,5.17093,-64.588498,-106.327488
3,L,59,6.190224,-67.308671,-106.922494
3,L,60,7.22189300000002,-70.031385,-107.460313
3,L,61,8.26613400000002,-72.755161,-107.939296
3,L,62,9.32314300000002,-75.478518,-108.357792
3,L,63,10.393118,-78.199978,-108.714151
3,L,64,11.476254,-80.91806,-109.006723
3,L,65,12.572748,-83.631285,-109.233856
3,L,66,13.682796,-86.338174,-109.393902
3,L,67,14.806596,-89.037247,-109.485209
3,L,68,15.944342,-91.727023,-109.506127
3,L,69,17.096233,-94.406025,-109.455006
3,L,70,18.262463,-97.072771,-109.330196
3,L,71,19.443231,-99.725783,-109.130046
3,L,72,20.638732,-102.363581,-108.852906
3,L,73,21.849162,-104.984684,-108.497125
3,L,74,23.074719,-107.587615,-108.061053
3,L,75,24.315599,-110.170892,-107.54304
3,L,76,25.571998,-112.733037,-106.941436
3,L,77,26.844112,-115.27257,-106.25459
3,L,78,28.132139,-117.78801,-105.480852
3,L,79,29.436274,-120.27788,-104.618571
3,L,80,30.756715,-122.740698,-103.666097
3,L,81,32.093657,-125.174986,-102.621781
3,L,82,33.447297,-127.579264,-101.48397
3,L,83,34.817832,-129.952051,-100.251016
3,L,84,36.205458,-132.29187,-98.921268
3,L,85,37.610371,-134.597239,-97.493075
3,L,86,39.032768,-136.86668,-95.964788
3,L,87,40.472846,-139.098712,-94.334755
3,L,88,41.930801,-141.291857,-92.601327
3,L,89,43.40683,-143.444634,-90.762852
3,L,90,44.901128,-145.555564,-88.817682
3,L,91,46.413893,-147.623168,-86.764165
3,L,92,47.94532,-149.645965,-84.600652
3,L,93,49.495607,-151.622477,-82.325491
3,L,94,51.06495,-153.551223,-79.937033
3,L,95,52.653546,-155.430724,-77.433626
3,L,96,54.26159,-157.2595,-74.813622
3,L,97,55.889279,-159.036072,-72.075369
3,L,98,57.53681,-160.758961,-69.217217
3,L,99,59.20438,-162.426685,-66.237516
3,R,0,0,0,0
3,R,1,0.257284000000027,1.813552,2.30566300000001
3,R,2,-0.152963999999997,3.448805,4.710814
3,R,3,-1.14159100000001,4.909217,7.20707100000001
3,R,4,-2.61944099999999,6.198249,9.786057
3,R,5,-4.49735899999996,7.31936,12.439393
3,R,6,-6.686193,8.276007,15.158698
3,R,7,-9.09684299999998,9.071651,17.935594
3,R,8,-11.641999,9.70975,20.761703
3,R,9,-14.236426,10.193764,23.628644
3,R,10,-16.795011,10.527151,26.528039
3,R,11,-19.232639,10.713371,29.451508
3,R,12,-21.464201,10.755882,32.390673
3,R,13,-23.424259,10.658144,35.337154
3,R,14,-25.11047,10.423616,38.282573
3,R,15,-26.533118,10.055757,41.218549
3,R,16,-27.702483,9.558025,44.136705
3,R,17,-28.628848,8.93388,47.02866
3,R,18,-29.322495,8.186782,49.886037
3,R,19,-29.793706,7.320188,52.700455
3,R,20,-30.052763,6.337558,55.463536
3,R,21,-30.109948,5.242352,58.1669
3,R,22,-29.975543,4.038027,60.802168
3,R,23,-29.65983,2.728044,63.360962
3,R,24,-29.173277,1.315861,65.835001
3,R,25,-28.529982,-0.195062999999998,68.22018
3,R,26,-27.747346,-1.801268,70.518018
3,R,27,-26.842892,-3.499296,72.730432
3,R,28,-25.83414,-5.285687,74.859338
3,R,29,-24.738613,-7.156983,76.906654
3,R,30,-23.573833,-9.10972399999999,78.874295
3,R,31,-22.357322,-11.140451,80.764178
3,R,32,-21.1066,-13.245706,82.57822
3,R,33,-19.839191,-15.422029,84.318338
3,R,34,-18.572616,-17.665961,85.986447
3,R,35,-17.324397,-19.974044,87.584464
3,R,36,-16.112055,-22.342817,89.114307
3,R,37,-14.951088,-24.768822,90.57789
3,R,38,-13.842331,-27.248601,91.977132
3,R,39,-12.78016,-29.778693,93.313948
3,R,40,-11.758924,-32.35564,94.590256
3,R,41,-10.772973,-34.975983,95.807971
3,R,42,-9.81665399999997,-37.636262,96.96901
3,R,43,-8.88431800000001,-40.333019,98.07529
3,R,44,-7.97031199999998,-43.062795,99.128727
3,R,45,-7.06898699999999,-45.822131,100.131238
3,R,46,-6.17469,-48.607567,101.084739
3,R,47,-5.28177099999999,-51.415644,101.991147
3,R,48,-4.38457899999997,-54.242904,102.852378
3,R,49,-3.47823399999999,-57.085887,103.67035
3,R,50,-2.56147799999997,-59.941336,104.446534
3,R,51,-1.63411500000001,-62.807159,105.179837
3,R,52,-0.695948999999985,-65.681683,105.868242
3,R,53,0.253218000000004,-68.563235,106.509734
3,R,54,1.21358100000003,-71.450143,107.102294
3,R,55,2.185337,-74.340734,107.643906
3,R,56,3.16868299999999,-77.233335,108.132554
3,R,57,4.163815,-80.126274,108.566219
3,R,58,5.17093,-83.017879,108.942885
3,R,59,6.190224,-85.906475,109.260535
3,R,60,7.22189300000002,-88.790391,109.517152
3,R,61,8.26613400000002,-91.667955,109.71069
3,R,62,9.32314300000002,-94.537493,109.837387
3,R,63,10.393118,-97.397333,109.890889
3,R,64,11.476254,-100.245802,109.864622
3,R,65,12.572748,-103.081228,109.752014
3,R,66,13.682796,-105.901938,109.546493
3,R,67,14.806596,-108.706259,109.241486
3,R,68,15.944342,-111.492519,108.830419
3,R,69,17.096233,-114.259045,108.306722
3,R,70,18.262463,-117.004164,107.663821
3,R,71,19.443231,-119.726204,106.895143
3,R,72,20.638732,-122.423492,105.99436
3,R,73,21.849162,-125.094356,104.961257
3,R,74,23.074719,-127.737122,103.802028
3,R,75,24.315599,-130.350119,102.523171
3,R,76,25.571998,-132.931673,101.131183
3,R,77,26.844112,-135.480112,99.632561
3,R,78,28.132139,-137.993764,98.033802
3,R,79,29.436274,-140.470955,96.341404
3,R,80,30.756715,-142.910013,94.561865
3,R,81,32.093657,-145.309266,92.701681
3,R,82,33.447297,-147.66704,90.767349
3,R,83,34.817832,-149.981663,88.765367
3,R,84,36.205458,-152.251463,86.702233
